country,coub,fborn,edu_lfs,edu_cen,lfs_lfs,field_edu,number,reg_oecd,reg_regions
"AUS","AFRI",1,3,3,2,7,19,0,"AFRI"
"AUT","AFRI",1,3,34,1,1,1,0,"AFRI"
"AUT","AFRI",1,3,34,2,6,15,0,"AFRI"
"AUS","AFRI",1,3,3,99,4,7,0,"AFRI"
"AUT","AFRI",1,3,34,2,3,7,0,"AFRI"
"AUS","AFRI",1,3,3,99,3,7,0,"AFRI"
"AUT","AFRI",1,3,34,2,9,6,0,"AFRI"
"IRL","AFRI",1,3,3,2,3,3,0,"AFRI"
"NZL","AFRI",1,3,3,1,8,54,0,"AFRI"
"AUS","AFRI",1,3,4,1,2,14,0,"AFRI"
"AUT","AFRI",1,3,34,3,2,6,0,"AFRI"
"IRL","AFRI",1,3,3,3,4,3,0,"AFRI"
"AUT","AFRI",1,3,34,3,6,19,0,"AFRI"
"NZL","AFRI",1,3,4,1,6,9,0,"AFRI"
"AUT","AFRI",1,3,34,3,3,30,0,"AFRI"
"AUS","AFRI",1,3,4,1,4,8,0,"AFRI"
"IRL","AFRI",1,3,4,1,5,3,0,"AFRI"
"AUS","AFRI",1,3,3,3,3,38,0,"AFRI"
"NZL","AFRI",1,3,3,2,4,15,0,"AFRI"
"NZL","AFRI",1,3,3,3,5,9,0,"AFRI"
"MEX","AFRI",1,3,4,1,4,3,0,"AFRI"
"AUT","AFRI",1,3,34,2,8,3,0,"AFRI"
"NOR","AGO",1,3,3,1,5,2,0,"AFRI"
"SVK","AGO",1,3,4,1,4,1,0,"AFRI"
"IRL","AGO",1,3,3,3,3,3,0,"AFRI"
"NOR","AGO",1,3,3,3,5,2,0,"AFRI"
"NOR","AGO",1,3,3,2,4,1,0,"AFRI"
"NOR","AGO",1,3,3,3,4,1,0,"AFRI"
"NOR","AGO",1,3,3,1,4,2,0,"AFRI"
"NOR","AGO",1,3,4,1,3,1,0,"AFRI"
"IRL","AGO",1,3,3,2,6,3,0,"AFRI"
"SWE","AGO",1,3,3,3,6,5,0,"AFRI"
"DNK","AGO",1,3,3,1,3,2,0,"AFRI"
"CAN","AGO",1,3,3,3,2,30,0,"AFRI"
"FIN","AGO",1,3,3,1,8,1,0,"AFRI"
"FIN","AGO",1,3,3,1,4,1,0,"AFRI"
"DNK","AGO",1,3,3,3,4,2,0,"AFRI"
"HUN","AGO",1,3,34,2,6,2,0,"AFRI"
"AUS","AGO",1,3,3,1,4,19,0,"AFRI"
"HUN","AGO",1,3,34,2,4,1,0,"AFRI"
"ESP","AGO",1,3,3,2,3,20,0,"AFRI"
"IRL","AGO",1,3,3,3,99,9,0,"AFRI"
"CZE","AGO",1,3,3,2,6,2,0,"AFRI"
"GRC","AGO",1,3,3,1,5,1,0,"AFRI"
"MEX","AGO",1,3,3,1,99,1,0,"AFRI"
"ESP","AGO",1,3,3,3,7,20,0,"AFRI"
"NOR","AGO",1,3,3,1,2,1,0,"AFRI"
"IRL","AGO",1,3,3,3,1,9,0,"AFRI"
"FIN","AGO",1,3,3,3,6,1,0,"AFRI"
"DNK","AGO",1,3,3,1,5,2,0,"AFRI"
"AUS","AGO",1,3,3,1,8,8,0,"AFRI"
"GRC","AGO",1,3,3,1,4,1,0,"AFRI"
"SWE","AGO",1,3,3,3,4,10,0,"AFRI"
"MEX","AGO",1,3,3,3,8,1,0,"AFRI"
"IRL","AGO",1,3,3,1,3,3,0,"AFRI"
"ESP","AGO",1,3,3,1,6,60,0,"AFRI"
"FIN","AGO",1,3,3,1,6,1,0,"AFRI"
"AUS","AGO",1,3,3,3,4,4,0,"AFRI"
"FIN","AGO",1,3,3,3,99,1,0,"AFRI"
"CAN","AGO",1,3,3,1,2,25,0,"AFRI"
"NOR","AGO",1,3,3,3,1,1,0,"AFRI"
"SWE","AGO",1,3,3,3,5,10,0,"AFRI"
"ESP","AGO",1,3,3,3,3,20,0,"AFRI"
"AUS","AGO",1,3,3,1,5,5,0,"AFRI"
"IRL","AGO",1,3,3,2,5,6,0,"AFRI"
"ESP","AGO",1,3,3,1,4,40,0,"AFRI"
"CAN","AGO",1,3,3,1,9,10,0,"AFRI"
"CAN","AGO",1,3,3,2,5,10,0,"AFRI"
"AUS","AGO",1,3,3,1,3,11,0,"AFRI"
"CAN","AGO",1,3,3,2,6,10,0,"AFRI"
"CAN","AGO",1,3,3,3,4,35,0,"AFRI"
"SVK","AGO",1,3,3,3,6,2,0,"AFRI"
"DNK","AGO",1,3,3,3,6,1,0,"AFRI"
"HUN","AGO",1,3,34,1,5,1,0,"AFRI"
"NOR","AGO",1,3,3,1,1,2,0,"AFRI"
"FIN","AGO",1,3,3,3,7,1,0,"AFRI"
"CZE","AGO",1,3,3,3,4,2,0,"AFRI"
"CAN","AGO",1,3,3,3,8,30,0,"AFRI"
"MEX","AGO",1,3,3,1,3,1,0,"AFRI"
"NOR","AGO",1,3,3,1,6,1,0,"AFRI"
"ESP","AGO",1,3,3,1,3,20,0,"AFRI"
"SWE","AGO",1,3,3,1,4,10,0,"AFRI"
"CAN","AGO",1,3,3,1,5,85,0,"AFRI"
"FIN","AGO",1,3,3,2,4,1,0,"AFRI"
"HUN","AGO",1,3,34,3,8,2,0,"AFRI"
"MEX","AGO",1,3,3,3,5,1,0,"AFRI"
"CZE","AGO",1,3,3,1,7,3,0,"AFRI"
"AUS","AGO",1,3,3,1,2,8,0,"AFRI"
"FIN","AGO",1,3,3,1,5,1,0,"AFRI"
"MEX","AGO",1,3,3,3,4,3,0,"AFRI"
"CAN","AGO",1,3,3,2,8,25,0,"AFRI"
"SVK","AGO",1,3,3,1,4,1,0,"AFRI"
"IRL","AGO",1,3,3,2,1,9,0,"AFRI"
"CZE","AGO",1,3,3,2,1,1,0,"AFRI"
"ESP","AGO",1,3,3,3,4,60,0,"AFRI"
"SWE","AGO",1,3,3,1,5,5,0,"AFRI"
"AUS","AGO",1,3,3,1,6,16,0,"AFRI"
"CZE","AGO",1,3,3,3,2,1,0,"AFRI"
"MEX","AGO",1,3,3,3,99,1,0,"AFRI"
"CZE","AGO",1,3,3,1,4,7,0,"AFRI"
"SVK","AGO",1,3,3,3,4,1,0,"AFRI"
"SVK","AGO",1,3,3,2,99,1,0,"AFRI"
"SVK","AGO",1,3,3,3,7,1,0,"AFRI"
"NOR","AGO",1,3,3,1,99,1,0,"AFRI"
"NOR","AGO",1,3,3,1,8,1,0,"AFRI"
"SVK","AGO",1,3,3,1,1,2,0,"AFRI"
"CAN","AGO",1,3,3,1,7,20,0,"AFRI"
"MEX","AGO",1,3,3,3,6,2,0,"AFRI"
"GRC","AGO",1,3,3,3,6,1,0,"AFRI"
"ESP","AGO",1,3,3,3,6,40,0,"AFRI"
"CZE","AGO",1,3,3,1,1,1,0,"AFRI"
"SVK","AGO",1,3,4,2,8,1,0,"AFRI"
"CZE","AGO",1,3,3,3,6,1,0,"AFRI"
"NOR","AGO",1,3,3,1,7,1,0,"AFRI"
"IRL","AGO",1,3,3,3,2,3,0,"AFRI"
"IRL","AGO",1,3,3,2,4,3,0,"AFRI"
"SWE","AGO",1,3,3,1,6,5,0,"AFRI"
"DNK","AGO",1,3,3,1,2,1,0,"AFRI"
"IRL","AGO",1,3,3,2,99,6,0,"AFRI"
"HUN","AGO",1,3,34,3,2,1,0,"AFRI"
"GRC","AGO",1,3,3,1,3,1,0,"AFRI"
"CAN","AGO",1,3,3,3,5,10,0,"AFRI"
"ESP","AGO",1,3,3,1,9,20,0,"AFRI"
"CAN","AGO",1,3,4,1,6,10,0,"AFRI"
"HUN","AGO",1,3,34,3,5,1,0,"AFRI"
"DNK","AGO",1,3,3,1,7,2,0,"AFRI"
"CZE","AGO",1,3,3,1,5,4,0,"AFRI"
"CAN","AGO",1,3,3,2,4,10,0,"AFRI"
"HUN","AGO",1,3,34,1,6,2,0,"AFRI"
"SWE","AGO",1,3,3,3,2,5,0,"AFRI"
"SWE","AGO",1,3,3,1,2,5,0,"AFRI"
"CAN","AGO",1,3,3,3,7,10,0,"AFRI"
"ESP","AGO",1,3,3,1,8,20,0,"AFRI"
"CZE","AGO",1,3,3,2,7,2,0,"AFRI"
"IRL","AGO",1,3,3,3,5,6,0,"AFRI"
"CZE","AGO",1,3,3,1,6,6,0,"AFRI"
"CZE","AGO",1,3,3,1,3,6,0,"AFRI"
"IRL","AGO",1,3,3,3,4,3,0,"AFRI"
"HUN","AGO",1,3,34,3,6,1,0,"AFRI"
"CZE","AGO",1,3,3,1,8,5,0,"AFRI"
"DNK","AGO",1,3,4,3,4,1,0,"AFRI"
"CAN","AGO",1,3,3,1,4,160,0,"AFRI"
"IRL","AGO",1,3,3,2,8,3,0,"AFRI"
"CZE","AGO",1,3,3,3,8,1,0,"AFRI"
"CZE","AGO",1,3,4,1,4,3,0,"AFRI"
"CZE","AGO",1,3,4,1,8,1,0,"AFRI"
"MEX","AGO",1,3,3,3,7,2,0,"AFRI"
"IRL","AGO",1,3,3,1,1,3,0,"AFRI"
"HUN","AGO",1,3,34,1,7,1,0,"AFRI"
"MEX","AGO",1,3,3,1,6,1,0,"AFRI"
"GRC","AGO",1,3,3,1,6,3,0,"AFRI"
"CAN","AGO",1,3,3,1,8,60,0,"AFRI"
"DNK","AGO",1,3,3,3,2,1,0,"AFRI"
"CAN","AGO",1,3,3,3,3,10,0,"AFRI"
"IRL","AGO",1,3,3,1,4,3,0,"AFRI"
"CAN","AGO",1,3,3,3,9,10,0,"AFRI"
"CAN","AGO",1,3,3,1,3,60,0,"AFRI"
"SVK","AGO",1,3,3,1,6,2,0,"AFRI"
"HUN","AGO",1,3,34,1,2,1,0,"AFRI"
"FIN","AGO",1,3,3,3,4,2,0,"AFRI"
"SWE","AGO",1,3,3,1,3,5,0,"AFRI"
"SWE","AGO",1,3,3,1,8,5,0,"AFRI"
"MEX","AGO",1,3,3,3,3,1,0,"AFRI"
"CAN","AGO",1,3,3,1,6,115,0,"AFRI"
"CAN","AGO",1,3,3,3,6,30,0,"AFRI"
"HUN","AIA",1,3,34,1,2,1,0,"SCAC"
"CAN","AIA",1,3,3,1,4,20,0,"SCAC"
"CZE","AIA",1,3,3,1,6,1,0,"SCAC"
"CAN","AIA",1,3,3,3,8,15,0,"SCAC"
"GRC","AIA",1,3,3,1,5,1,0,"SCAC"
"GRC","AIA",1,3,3,1,4,1,0,"SCAC"
"CZE","AIA",1,3,3,1,7,1,0,"SCAC"
"CAN","AIA",1,3,3,1,8,10,0,"SCAC"
"CAN","AIA",1,3,3,1,6,10,0,"SCAC"
"GRC","AIA",1,3,3,1,3,3,0,"SCAC"
"AUS","ALB",1,3,3,1,4,10,0,"EURO"
"DNK","ALB",1,3,3,2,7,1,0,"EURO"
"GRC","ALB",1,3,4,1,99,9,0,"EURO"
"GRC","ALB",1,3,4,2,5,4,0,"EURO"
"AUT","ALB",1,3,34,1,8,21,0,"EURO"
"AUS","ALB",1,3,3,3,8,5,0,"EURO"
"AUS","ALB",1,3,3,3,2,11,0,"EURO"
"SWE","ALB",1,3,3,3,2,10,0,"EURO"
"CZE","ALB",1,3,3,2,4,1,0,"EURO"
"CAN","ALB",1,3,3,1,8,95,0,"EURO"
"GRC","ALB",1,3,3,3,8,486,0,"EURO"
"HUN","ALB",1,3,34,3,5,1,0,"EURO"
"GRC","ALB",1,3,3,2,99,84,0,"EURO"
"HUN","ALB",1,3,34,3,4,4,0,"EURO"
"GRC","ALB",1,3,3,1,8,1057,0,"EURO"
"IRL","ALB",1,3,3,3,7,3,0,"EURO"
"SVK","ALB",1,3,3,1,2,1,0,"EURO"
"GRC","ALB",1,3,3,2,4,239,0,"EURO"
"GRC","ALB",1,3,3,2,3,186,0,"EURO"
"IRL","ALB",1,3,3,1,9,3,0,"EURO"
"GRC","ALB",1,3,4,3,99,6,0,"EURO"
"SWE","ALB",1,3,3,3,8,10,0,"EURO"
"AUT","ALB",1,3,34,2,8,6,0,"EURO"
"HUN","ALB",1,3,34,1,4,5,0,"EURO"
"CAN","ALB",1,3,4,3,8,10,0,"EURO"
"MEX","ALB",1,3,3,3,8,1,0,"EURO"
"NOR","ALB",1,3,3,3,1,1,0,"EURO"
"CZE","ALB",1,3,3,1,6,5,0,"EURO"
"CZE","ALB",1,3,3,2,7,1,0,"EURO"
"FIN","ALB",1,3,4,1,3,1,0,"EURO"
"CAN","ALB",1,3,3,3,2,70,0,"EURO"
"CAN","ALB",1,3,3,2,6,105,0,"EURO"
"ESP","ALB",1,3,3,3,6,20,0,"EURO"
"CZE","ALB",1,3,3,1,8,8,0,"EURO"
"NOR","ALB",1,3,3,2,1,1,0,"EURO"
"NOR","ALB",1,3,3,3,4,2,0,"EURO"
"CZE","ALB",1,3,3,3,4,3,0,"EURO"
"AUT","ALB",1,3,34,1,99,7,0,"EURO"
"DNK","ALB",1,3,3,1,2,3,0,"EURO"
"GRC","ALB",1,3,3,3,3,762,0,"EURO"
"NZL","ALB",1,3,3,1,3,3,0,"EURO"
"MEX","ALB",1,3,3,1,6,1,0,"EURO"
"DNK","ALB",1,3,3,1,1,5,0,"EURO"
"AUT","ALB",1,3,34,1,4,36,0,"EURO"
"AUT","ALB",1,3,34,2,6,7,0,"EURO"
"GRC","ALB",1,3,3,2,7,66,0,"EURO"
"AUT","ALB",1,3,34,3,4,17,0,"EURO"
"CAN","ALB",1,3,4,1,4,10,0,"EURO"
"NOR","ALB",1,3,3,3,7,1,0,"EURO"
"AUS","ALB",1,3,3,1,7,4,0,"EURO"
"NOR","ALB",1,3,3,2,3,1,0,"EURO"
"ESP","ALB",1,3,3,1,6,60,0,"EURO"
"DNK","ALB",1,3,3,3,4,2,0,"EURO"
"DNK","ALB",1,3,3,3,7,2,0,"EURO"
"NOR","ALB",1,3,3,2,4,1,0,"EURO"
"GRC","ALB",1,3,4,2,3,1,0,"EURO"
"SVK","ALB",1,3,3,1,7,1,0,"EURO"
"GRC","ALB",1,3,4,2,4,1,0,"EURO"
"DNK","ALB",1,3,3,1,5,1,0,"EURO"
"NOR","ALB",1,3,3,1,2,4,0,"EURO"
"SWE","ALB",1,3,4,1,5,5,0,"EURO"
"AUT","ALB",1,3,34,2,2,4,0,"EURO"
"NOR","ALB",1,3,3,3,8,1,0,"EURO"
"GRC","ALB",1,3,4,3,7,1,0,"EURO"
"GRC","ALB",1,3,3,2,8,126,0,"EURO"
"SVK","ALB",1,3,3,1,99,1,0,"EURO"
"CZE","ALB",1,3,3,1,5,2,0,"EURO"
"AUT","ALB",1,3,34,1,7,8,0,"EURO"
"GRC","ALB",1,3,3,1,4,2366,0,"EURO"
"SWE","ALB",1,3,3,1,3,5,0,"EURO"
"NOR","ALB",1,3,3,1,3,3,0,"EURO"
"SWE","ALB",1,3,3,2,6,5,0,"EURO"
"GRC","ALB",1,3,4,2,99,2,0,"EURO"
"CAN","ALB",1,3,3,1,6,515,0,"EURO"
"IRL","ALB",1,3,3,2,8,3,0,"EURO"
"AUS","ALB",1,3,3,3,3,4,0,"EURO"
"CAN","ALB",1,3,3,3,6,175,0,"EURO"
"GRC","ALB",1,3,4,3,5,6,0,"EURO"
"SWE","ALB",1,3,3,3,4,25,0,"EURO"
"AUS","ALB",1,3,3,1,3,8,0,"EURO"
"AUS","ALB",1,3,3,1,5,9,0,"EURO"
"CAN","ALB",1,3,4,1,7,10,0,"EURO"
"CZE","ALB",1,3,3,1,2,1,0,"EURO"
"IRL","ALB",1,3,3,2,3,3,0,"EURO"
"AUT","ALB",1,3,34,3,3,25,0,"EURO"
"GRC","ALB",1,3,3,3,7,175,0,"EURO"
"CZE","ALB",1,3,4,3,4,1,0,"EURO"
"GRC","ALB",1,3,3,1,9,1164,0,"EURO"
"GRC","ALB",1,3,4,1,9,3,0,"EURO"
"AUT","ALB",1,3,34,1,2,20,0,"EURO"
"CZE","ALB",1,3,3,2,3,1,0,"EURO"
"NZL","ALB",1,3,3,1,6,6,0,"EURO"
"CAN","ALB",1,3,3,3,4,180,0,"EURO"
"FIN","ALB",1,3,3,1,5,1,0,"EURO"
"AUT","ALB",1,3,34,2,3,4,0,"EURO"
"GRC","ALB",1,3,4,1,3,14,0,"EURO"
"CAN","ALB",1,3,4,1,3,20,0,"EURO"
"DNK","ALB",1,3,3,3,2,2,0,"EURO"
"NOR","ALB",1,3,3,3,3,1,0,"EURO"
"CAN","ALB",1,3,3,3,5,120,0,"EURO"
"SWE","ALB",1,3,3,2,2,5,0,"EURO"
"IRL","ALB",1,3,3,2,5,3,0,"EURO"
"NOR","ALB",1,3,3,1,9,1,0,"EURO"
"GRC","ALB",1,3,3,1,2,1578,0,"EURO"
"AUS","ALB",1,3,3,3,4,4,0,"EURO"
"CAN","ALB",1,3,3,1,1,10,0,"EURO"
"GRC","ALB",1,3,4,1,2,6,0,"EURO"
"GRC","ALB",1,3,3,1,3,2140,0,"EURO"
"AUT","ALB",1,3,34,3,9,3,0,"EURO"
"AUT","ALB",1,3,34,3,1,1,0,"EURO"
"AUT","ALB",1,3,34,2,5,1,0,"EURO"
"HUN","ALB",1,3,34,3,8,3,0,"EURO"
"ESP","ALB",1,3,3,1,8,20,0,"EURO"
"SVK","ALB",1,3,3,1,4,1,0,"EURO"
"AUS","ALB",1,3,3,1,9,5,0,"EURO"
"AUT","ALB",1,3,34,3,8,11,0,"EURO"
"AUT","ALB",1,3,34,1,3,54,0,"EURO"
"CAN","ALB",1,3,3,3,8,40,0,"EURO"
"GRC","ALB",1,3,4,1,5,12,0,"EURO"
"GRC","ALB",1,3,3,3,6,509,0,"EURO"
"GRC","ALB",1,3,3,2,2,156,0,"EURO"
"SWE","ALB",1,3,3,1,9,5,0,"EURO"
"CAN","ALB",1,3,3,2,7,20,0,"EURO"
"HUN","ALB",1,3,34,1,3,1,0,"EURO"
"CZE","ALB",1,3,3,1,1,1,0,"EURO"
"CZE","ALB",1,3,3,3,8,2,0,"EURO"
"GRC","ALB",1,3,4,3,2,3,0,"EURO"
"MEX","ALB",1,3,3,3,4,1,0,"EURO"
"CZE","ALB",1,3,3,1,99,1,0,"EURO"
"NOR","ALB",1,3,3,1,4,3,0,"EURO"
"AUT","ALB",1,3,34,3,99,6,0,"EURO"
"ESP","ALB",1,3,3,2,6,20,0,"EURO"
"FIN","ALB",1,3,3,3,8,1,0,"EURO"
"AUT","ALB",1,3,34,3,2,9,0,"EURO"
"CZE","ALB",1,3,4,3,6,1,0,"EURO"
"CAN","ALB",1,3,4,3,6,10,0,"EURO"
"AUS","ALB",1,3,3,1,6,8,0,"EURO"
"SVK","ALB",1,3,3,3,3,1,0,"EURO"
"GRC","ALB",1,3,3,1,99,265,0,"EURO"
"ESP","ALB",1,3,3,1,3,40,0,"EURO"
"GRC","ALB",1,3,3,2,5,189,0,"EURO"
"GRC","ALB",1,3,4,1,6,8,0,"EURO"
"CAN","ALB",1,3,4,1,6,25,0,"EURO"
"CAN","ALB",1,3,3,1,7,45,0,"EURO"
"CAN","ALB",1,3,3,1,2,90,0,"EURO"
"GRC","ALB",1,3,3,1,5,2656,0,"EURO"
"CZE","ALB",1,3,3,1,3,12,0,"EURO"
"CAN","ALB",1,3,4,1,5,20,0,"EURO"
"CAN","ALB",1,3,3,1,5,125,0,"EURO"
"CAN","ALB",1,3,3,1,3,155,0,"EURO"
"GRC","ALB",1,3,3,1,7,803,0,"EURO"
"SWE","ALB",1,3,3,1,2,15,0,"EURO"
"AUT","ALB",1,3,34,2,4,3,0,"EURO"
"SWE","ALB",1,3,3,1,5,5,0,"EURO"
"FIN","ALB",1,3,3,2,3,1,0,"EURO"
"SWE","ALB",1,3,4,1,6,5,0,"EURO"
"SWE","ALB",1,3,4,3,6,5,0,"EURO"
"SWE","ALB",1,3,3,1,4,5,0,"EURO"
"GRC","ALB",1,3,3,3,4,1103,0,"EURO"
"AUS","ALB",1,3,3,1,8,8,0,"EURO"
"CZE","ALB",1,3,3,3,6,6,0,"EURO"
"DNK","ALB",1,3,4,1,4,1,0,"EURO"
"AUT","ALB",1,3,34,3,6,9,0,"EURO"
"MEX","ALB",1,3,4,1,4,1,0,"EURO"
"GRC","ALB",1,3,3,3,99,704,0,"EURO"
"CAN","ALB",1,3,3,2,3,15,0,"EURO"
"HUN","ALB",1,3,34,3,3,3,0,"EURO"
"AUT","ALB",1,3,34,1,9,12,0,"EURO"
"CAN","ALB",1,3,3,2,4,80,0,"EURO"
"SWE","ALB",1,3,3,3,6,10,0,"EURO"
"DNK","ALB",1,3,3,2,5,1,0,"EURO"
"GRC","ALB",1,3,4,3,3,10,0,"EURO"
"HUN","ALB",1,3,34,1,6,6,0,"EURO"
"MEX","ALB",1,3,3,1,4,1,0,"EURO"
"IRL","ALB",1,3,3,2,1,6,0,"EURO"
"GRC","ALB",1,3,4,1,8,6,0,"EURO"
"NOR","ALB",1,3,3,1,5,2,0,"EURO"
"ESP","ALB",1,3,3,1,9,20,0,"EURO"
"CZE","ALB",1,3,3,1,4,8,0,"EURO"
"ESP","ALB",1,3,3,3,4,20,0,"EURO"
"IRL","ALB",1,3,3,1,3,3,0,"EURO"
"CAN","ALB",1,3,3,2,9,15,0,"EURO"
"GRC","ALB",1,3,3,1,6,2817,0,"EURO"
"AUT","ALB",1,3,34,1,1,2,0,"EURO"
"GRC","ALB",1,3,3,2,6,198,0,"EURO"
"GRC","ALB",1,3,3,3,2,882,0,"EURO"
"CAN","ALB",1,3,3,3,3,100,0,"EURO"
"GRC","ALB",1,3,3,3,5,737,0,"EURO"
"HUN","ALB",1,3,34,1,7,3,0,"EURO"
"AUT","ALB",1,3,34,2,9,2,0,"EURO"
"DNK","ALB",1,3,3,1,7,4,0,"EURO"
"IRL","ALB",1,3,3,1,4,3,0,"EURO"
"AUT","ALB",1,3,34,1,6,56,0,"EURO"
"FIN","ALB",1,3,3,2,6,1,0,"EURO"
"DNK","ALB",1,3,4,1,5,1,0,"EURO"
"CAN","ALB",1,3,3,2,5,60,0,"EURO"
"FIN","ALB",1,3,3,1,4,1,0,"EURO"
"HUN","ALB",1,3,34,1,2,6,0,"EURO"
"CAN","ALB",1,3,3,1,4,330,0,"EURO"
"AUT","ALB",1,3,34,2,1,1,0,"EURO"
"SWE","ALB",1,3,3,1,6,5,0,"EURO"
"AUT","ALB",1,3,34,3,7,2,0,"EURO"
"CAN","ALB",1,3,3,1,9,15,0,"EURO"
"GRC","ALB",1,3,4,2,2,1,0,"EURO"
"GRC","ALB",1,3,4,3,8,1,0,"EURO"
"AUT","ALB",1,3,34,3,5,7,0,"EURO"
"CAN","ALB",1,3,3,2,2,20,0,"EURO"
"DNK","ALB",1,3,3,1,3,1,0,"EURO"
"FIN","ALB",1,3,3,1,2,2,0,"EURO"
"HUN","ALB",1,3,34,3,2,3,0,"EURO"
"GRC","ALB",1,3,4,1,4,5,0,"EURO"
"GRC","ALB",1,3,4,1,7,10,0,"EURO"
"IRL","ALB",1,3,3,2,2,3,0,"EURO"
"IRL","ALB",1,3,3,1,2,3,0,"EURO"
"CAN","ALB",1,3,3,2,8,15,0,"EURO"
"CZE","ALB",1,3,3,99,8,1,0,"EURO"
"CAN","ALB",1,3,3,3,9,15,0,"EURO"
"HUN","ALB",1,3,34,3,6,1,0,"EURO"
"AUS","ALB",1,3,3,1,2,11,0,"EURO"
"NOR","ALB",1,3,3,2,5,1,0,"EURO"
"CZE","ALB",1,3,3,2,2,1,0,"EURO"
"CZE","ALB",1,3,3,3,7,1,0,"EURO"
"NOR","ALB",1,3,3,1,8,5,0,"EURO"
"GRC","ALB",1,3,3,2,9,82,0,"EURO"
"GRC","ALB",1,3,4,3,4,8,0,"EURO"
"GRC","ALB",1,3,3,3,9,156,0,"EURO"
"GRC","ALB",1,3,4,3,6,2,0,"EURO"
"SWE","ALB",1,3,3,1,8,5,0,"EURO"
"IRL","ALB",1,3,3,1,5,3,0,"EURO"
"CAN","ALB",1,3,3,3,7,45,0,"EURO"
"CZE","ALB",1,3,3,3,5,1,0,"EURO"
"AUT","ALB",1,3,34,2,7,1,0,"EURO"
"AUT","ALB",1,3,34,1,5,15,0,"EURO"
"SWE","ALB",1,3,3,2,3,5,0,"EURO"
"IRL","ALB",1,3,3,3,1,3,0,"EURO"
"ESP","AND",1,3,3,1,4,100,0,"EURO"
"MEX","AND",1,3,3,3,6,1,0,"EURO"
"ESP","AND",1,3,3,1,6,80,0,"EURO"
"DNK","AND",1,3,3,3,2,1,0,"EURO"
"ESP","AND",1,3,4,1,8,20,0,"EURO"
"ESP","AND",1,3,3,3,9,20,0,"EURO"
"ESP","AND",1,3,3,1,3,20,0,"EURO"
"ESP","AND",1,3,3,3,8,20,0,"EURO"
"ESP","AND",1,3,3,3,6,40,0,"EURO"
"ESP","AND",1,3,3,1,8,20,0,"EURO"
"ESP","AND",1,3,3,2,4,40,0,"EURO"
"CZE","AND",1,3,3,3,4,1,0,"EURO"
"ESP","AND",1,3,3,1,2,40,0,"EURO"
"ESP","AND",1,3,3,3,4,120,0,"EURO"
"CAN","ANT",1,3,3,3,4,20,0,"SCAC"
"MEX","ANT",1,3,3,3,5,1,0,"SCAC"
"CAN","ANT",1,3,3,1,8,25,0,"SCAC"
"MEX","ANT",1,3,3,3,6,1,0,"SCAC"
"CAN","ANT",1,3,4,1,5,10,0,"SCAC"
"IRL","ANT",1,3,3,1,4,3,0,"SCAC"
"CAN","ANT",1,3,3,1,2,25,0,"SCAC"
"CAN","ANT",1,3,3,3,6,25,0,"SCAC"
"MEX","ANT",1,3,4,1,8,1,0,"SCAC"
"IRL","ANT",1,3,3,1,3,3,0,"SCAC"
"CAN","ANT",1,3,3,1,3,10,0,"SCAC"
"MEX","ANT",1,3,3,1,2,1,0,"SCAC"
"AUS","ANT",1,3,3,1,6,5,0,"SCAC"
"CAN","ANT",1,3,3,1,4,65,0,"SCAC"
"GRC","ANT",1,3,3,2,3,1,0,"SCAC"
"CAN","ANT",1,3,3,1,6,30,0,"SCAC"
"HUN","ANT",1,3,34,1,4,1,0,"SCAC"
"AUS","ANT",1,3,3,1,3,5,0,"SCAC"
"AUS","ANT",1,3,3,1,4,10,0,"SCAC"
"AUS","ANT",1,3,3,1,2,4,0,"SCAC"
"AUS","ANT",1,3,3,1,5,6,0,"SCAC"
"CAN","ANT",1,3,3,1,9,10,0,"SCAC"
"CAN","ANT",1,3,3,1,5,25,0,"SCAC"
"AUS","ANT",1,3,3,1,8,8,0,"SCAC"
"MEX","ANT",1,3,3,1,3,1,0,"SCAC"
"HUN","ARE",1,3,34,1,7,1,0,"ASIA"
"SWE","ARE",1,3,3,3,5,10,0,"ASIA"
"FIN","ARE",1,3,3,2,4,1,0,"ASIA"
"AUS","ARE",1,3,3,2,4,6,0,"ASIA"
"ESP","ARE",1,3,3,1,3,20,0,"ASIA"
"GRC","ARE",1,3,3,3,3,1,0,"ASIA"
"GRC","ARE",1,3,4,1,3,1,0,"ASIA"
"MEX","ARE",1,3,3,3,1,1,0,"ASIA"
"CAN","ARE",1,3,3,3,6,30,0,"ASIA"
"CAN","ARE",1,3,3,2,6,20,0,"ASIA"
"CAN","ARE",1,3,3,1,7,10,0,"ASIA"
"SWE","ARE",1,3,3,1,6,5,0,"ASIA"
"IRL","ARE",1,3,3,1,2,3,0,"ASIA"
"MEX","ARE",1,3,3,1,1,1,0,"ASIA"
"AUS","ARE",1,3,3,1,5,21,0,"ASIA"
"CZE","ARE",1,3,4,1,8,1,0,"ASIA"
"GRC","ARE",1,3,3,1,4,4,0,"ASIA"
"CAN","ARE",1,3,3,1,1,10,0,"ASIA"
"AUS","ARE",1,3,3,3,5,12,0,"ASIA"
"IRL","ARE",1,3,3,1,3,3,0,"ASIA"
"IRL","ARE",1,3,3,3,8,9,0,"ASIA"
"HUN","ARE",1,3,34,3,9,1,0,"ASIA"
"CAN","ARE",1,3,3,1,3,30,0,"ASIA"
