country,coub,fborn,edu_lfs,edu_cen,dos_lfs,dos_cen,sex,number,reg_oecd,reg_regions
"SWE","ARE",1,3,3,1,1,1,5,0,"ASIA"
"LUX","ARE",1,2,2,99,99,1,1,0,"ASIA"
"NOR","ARE",1,3,3,3,5,1,3,0,"ASIA"
"IRL","ARE",1,3,3,99,99,1,12,0,"ASIA"
"NZL","ARE",1,2,2,1,1,1,3,0,"ASIA"
"USA","ARE",1,1,1,3,5,1,105,0,"ASIA"
"SWE","ARE",1,3,3,2,4,2,5,0,"ASIA"
"BEL","ARE",1,3,3,1,2,2,1,0,"ASIA"
"IRL","ARE",1,3,3,3,5,2,6,0,"ASIA"
"AUS","ARE",1,99,99,99,99,1,6,0,"ASIA"
"DNK","ARE",1,1,1,2,4,2,14,0,"ASIA"
"USA","ARE",1,2,2,1,1,2,144,0,"ASIA"
"CAN","ARE",1,2,2,1,2,2,155,0,"ASIA"
"DNK","ARE",1,3,3,3,5,1,1,0,"ASIA"
"IRL","ARE",1,2,2,1,2,1,9,0,"ASIA"
"BEL","ARE",1,2,2,1,3,2,2,0,"ASIA"
"IRL","ARE",1,3,3,2,4,1,3,0,"ASIA"
"ITA","ARE",1,2,2,1,2,2,1,0,"ASIA"
"NOR","ARE",1,2,2,1,3,2,4,0,"ASIA"
"BEL","ARE",1,1,1,1,3,1,1,0,"ASIA"
"CAN","ARE",1,1,1,2,4,1,135,0,"ASIA"
"ESP","ARE",1,1,1,3,6,1,20,0,"ASIA"
"SWE","ARE",1,2,2,2,4,2,15,0,"ASIA"
"BEL","ARE",1,3,4,1,1,2,1,0,"ASIA"
"NZL","ARE",1,1,1,2,4,1,3,0,"ASIA"
"CAN","ARE",1,3,3,2,4,2,75,0,"ASIA"
"ESP","ARE",1,3,3,3,5,2,40,0,"ASIA"
"AUS","ARE",1,3,3,1,1,2,12,0,"ASIA"
"NZL","ARE",1,3,4,1,1,2,3,0,"ASIA"
"BEL","ARE",1,3,3,2,4,2,5,0,"ASIA"
"IRL","ARE",1,99,99,1,2,2,3,0,"ASIA"
"BEL","ARE",1,99,99,3,5,1,1,0,"ASIA"
"USA","ARE",1,1,1,1,1,1,49,0,"ASIA"
"SWE","ARE",1,3,3,2,4,1,10,0,"ASIA"
"FRA","ARE",1,1,1,1,2,2,4,0,"ASIA"
"AUS","ARE",1,2,2,99,99,1,9,0,"ASIA"
"FRA","ARE",1,2,2,3,5,2,12,0,"ASIA"
"CAN","ARE",1,3,3,1,1,2,10,0,"ASIA"
"DNK","ARE",1,1,1,1,3,2,4,0,"ASIA"
"SWE","ARE",1,99,99,2,4,1,5,0,"ASIA"
"IRL","ARE",1,2,2,1,2,2,3,0,"ASIA"
"GRC","ARE",1,3,3,99,99,1,2,0,"ASIA"
"CAN","ARE",1,3,3,99,99,2,20,0,"ASIA"
"DNK","ARE",1,2,2,3,6,2,1,0,"ASIA"
"GRC","ARE",1,3,3,1,1,2,1,0,"ASIA"
"BEL","ARE",1,1,1,1,3,2,2,0,"ASIA"
"BEL","ARE",1,2,2,3,5,2,7,0,"ASIA"
"USA","ARE",1,1,1,1,3,2,50,0,"ASIA"
"USA","ARG",1,3,4,2,4,2,175,0,"SCAC"
"SWE","ARG",1,99,99,1,3,2,5,0,"SCAC"
"LUX","ARG",1,2,2,2,4,2,2,0,"SCAC"
"ESP","ARG",1,1,1,3,5,1,3080,0,"SCAC"
"ITA","ARG",1,3,4,99,99,2,427,0,"SCAC"
"NZL","ARG",1,3,3,3,6,1,15,0,"SCAC"
"BEL","ARG",1,3,4,2,4,1,3,0,"SCAC"
"AUS","ARG",1,1,1,1,2,1,16,0,"SCAC"
"FRA","ARG",1,2,2,1,2,2,56,0,"SCAC"
"LUX","ARG",1,99,99,1,2,2,3,0,"SCAC"
"IRL","ARG",1,1,1,1,2,1,3,0,"SCAC"
"DNK","ARG",1,3,3,1,3,1,3,0,"SCAC"
"NZL","ARG",1,1,1,3,6,1,6,0,"SCAC"
"BEL","ARG",1,1,1,1,2,2,8,0,"SCAC"
"ITA","ARG",1,2,2,99,99,1,6425,0,"SCAC"
"LUX","ARG",1,99,99,1,3,1,1,0,"SCAC"
"LUX","ARG",1,99,99,1,2,1,2,0,"SCAC"
"DNK","ARG",1,3,4,3,6,2,1,0,"SCAC"
"ESP","ARG",1,2,2,3,6,1,4160,0,"SCAC"
"BEL","ARG",1,3,4,1,3,2,1,0,"SCAC"
"ITA","ARG",1,3,3,1,2,2,149,0,"SCAC"
"GRC","ARG",1,2,2,1,2,1,8,0,"SCAC"
"FRA","ARG",1,2,2,1,1,1,65,0,"SCAC"
"USA","ARG",1,3,3,3,6,2,9620,0,"SCAC"
"DNK","ARG",1,2,2,1,3,2,5,0,"SCAC"
"NOR","ARG",1,2,2,3,6,2,81,0,"SCAC"
"BEL","ARG",1,99,99,1,3,2,15,0,"SCAC"
"ESP","ARG",1,1,1,2,4,1,1520,0,"SCAC"
"CHE","ARG",1,3,3,1,2,1,360,0,"SCAC"
"ITA","ARG",1,2,2,1,1,1,177,0,"SCAC"
"LUX","ARG",1,99,99,99,99,1,1,0,"SCAC"
"NZL","ARG",1,3,3,1,2,2,6,0,"SCAC"
"LUX","ARG",1,2,2,99,99,2,1,0,"SCAC"
"ITA","ARG",1,2,2,1,2,2,368,0,"SCAC"
"ESP","ARG",1,3,3,3,5,1,3620,0,"SCAC"
"DNK","ARG",1,3,3,3,5,2,35,0,"SCAC"
"NOR","ARG",1,3,3,3,5,2,14,0,"SCAC"
"ITA","ARG",1,2,2,2,4,1,195,0,"SCAC"
"USA","ARG",1,2,2,1,1,2,2260,0,"SCAC"
"IRL","ARG",1,2,2,1,1,1,3,0,"SCAC"
"BEL","ARG",1,99,99,2,4,1,11,0,"SCAC"
"USA","ARG",1,1,1,1,1,1,1558,0,"SCAC"
"SWE","ARG",1,3,4,2,4,2,10,0,"SCAC"
"ESP","ARG",1,3,4,1,3,2,60,0,"SCAC"
"IRL","ARG",1,3,3,1,2,2,18,0,"SCAC"
"BEL","ARG",1,3,3,99,99,2,1,0,"SCAC"
"ITA","ARG",1,2,2,3,5,2,970,0,"SCAC"
"CHE","ARG",1,3,3,3,6,1,108,0,"SCAC"
"FRA","ARG",1,1,1,1,1,1,43,0,"SCAC"
"USA","ARG",1,3,3,3,5,1,4165,0,"SCAC"
"GRC","ARG",1,3,3,1,1,1,6,0,"SCAC"
"BEL","ARG",1,3,4,3,5,1,7,0,"SCAC"
"USA","ARG",1,3,3,1,3,1,1179,0,"SCAC"
"USA","ARG",1,3,3,3,5,2,4515,0,"SCAC"
"GRC","ARG",1,1,1,99,99,2,54,0,"SCAC"
"USA","ARG",1,2,2,1,1,1,2250,0,"SCAC"
"CAN","ARG",1,3,4,2,4,1,15,0,"SCAC"
"USA","ARG",1,3,3,3,6,1,9690,0,"SCAC"
"USA","ARG",1,3,3,1,2,2,1495,0,"SCAC"
"FRA","ARG",1,3,34,2,4,1,202,0,"SCAC"
"USA","ARG",1,1,1,2,4,2,1375,0,"SCAC"
"CAN","ARG",1,3,4,1,3,1,30,0,"SCAC"
"BEL","ARG",1,2,2,3,6,2,37,0,"SCAC"
"ESP","ARG",1,2,2,1,3,2,580,0,"SCAC"
"NZL","ARG",1,3,4,2,4,2,3,0,"SCAC"
"CAN","ARG",1,3,4,1,2,2,15,0,"SCAC"
"LUX","ARG",1,3,3,3,5,2,1,0,"SCAC"
"CAN","ARG",1,3,3,3,6,1,945,0,"SCAC"
"BEL","ARG",1,1,1,3,6,2,53,0,"SCAC"
"ESP","ARG",1,1,1,1,1,2,3720,0,"SCAC"
"CAN","ARG",1,3,3,3,5,1,420,0,"SCAC"
"SWE","ARG",1,2,2,1,2,1,30,0,"SCAC"
"DNK","ARG",1,99,99,3,5,1,11,0,"SCAC"
"GRC","ARG",1,2,2,2,4,2,14,0,"SCAC"
"SWE","ARG",1,3,3,1,2,2,45,0,"SCAC"
"DNK","ARG",1,3,3,1,2,2,9,0,"SCAC"
"CAN","ARG",1,2,2,99,99,2,240,0,"SCAC"
"ITA","ARG",1,2,2,99,99,2,7320,0,"SCAC"
"FRA","ARG",1,2,2,1,3,1,21,0,"SCAC"
"ESP","ARG",1,3,3,1,2,1,920,0,"SCAC"
"CAN","ARG",1,2,2,3,5,1,615,0,"SCAC"
"BEL","ARG",1,1,1,3,6,1,41,0,"SCAC"
"CAN","ARG",1,1,1,1,1,2,25,0,"SCAC"
"USA","ARG",1,3,4,3,5,2,475,0,"SCAC"
"SWE","ARG",1,3,3,99,99,2,10,0,"SCAC"
"CAN","ARG",1,3,3,3,6,2,945,0,"SCAC"
"BEL","ARG",1,3,3,1,3,1,11,0,"SCAC"
"AUS","ARG",1,2,2,3,6,2,825,0,"SCAC"
"SWE","ARG",1,3,3,99,99,1,10,0,"SCAC"
"ITA","ARG",1,3,4,2,4,1,44,0,"SCAC"
"BEL","ARG",1,3,3,3,5,1,70,0,"SCAC"
"BEL","ARG",1,3,3,1,1,2,25,0,"SCAC"
"CAN","ARG",1,1,1,99,99,2,230,0,"SCAC"
"ITA","ARG",1,3,3,2,4,2,146,0,"SCAC"
"CAN","ARG",1,1,1,3,6,1,520,0,"SCAC"
"ESP","ARG",1,2,2,1,1,2,3060,0,"SCAC"
"CAN","ARG",1,1,1,2,4,2,265,0,"SCAC"
"ITA","ARG",1,3,3,99,99,2,2464,0,"SCAC"
"USA","ARG",1,1,1,1,3,2,650,0,"SCAC"
"ESP","ARG",1,3,4,1,1,1,100,0,"SCAC"
"ESP","ARG",1,3,3,2,4,1,1480,0,"SCAC"
"USA","ARG",1,2,2,1,3,1,1334,0,"SCAC"
"DNK","ARG",1,1,1,3,6,1,44,0,"SCAC"
"NZL","ARG",1,2,2,1,2,2,12,0,"SCAC"
"GRC","ARG",1,2,2,99,99,1,47,0,"SCAC"
"CAN","ARG",1,2,2,3,5,2,475,0,"SCAC"
"ITA","ARG",1,2,2,1,1,2,249,0,"SCAC"
"CHE","ARG",1,3,4,99,99,1,160,0,"SCAC"
"SWE","ARG",1,99,99,1,1,2,20,0,"SCAC"
"DNK","ARG",1,99,99,1,1,2,22,0,"SCAC"
"IRL","ARG",1,2,2,1,2,1,9,0,"SCAC"
"CAN","ARG",1,1,1,1,1,1,30,0,"SCAC"
"BEL","ARG",1,2,2,1,3,1,3,0,"SCAC"
"BEL","ARG",1,2,2,1,1,2,12,0,"SCAC"
"CHE","ARG",1,1,1,99,99,2,108,0,"SCAC"
"DNK","ARG",1,99,99,2,4,1,8,0,"SCAC"
"AUS","ARG",1,3,3,3,5,2,294,0,"SCAC"
"IRL","ARG",1,2,2,2,4,1,3,0,"SCAC"
"BEL","ARG",1,1,1,3,5,2,53,0,"SCAC"
"IRL","ARG",1,3,3,99,99,1,21,0,"SCAC"
"FRA","ARG",1,1,1,2,4,2,73,0,"SCAC"
"DNK","ARG",1,3,3,1,1,2,2,0,"SCAC"
"SWE","ARG",1,2,2,1,3,1,20,0,"SCAC"
"CHE","ARG",1,3,4,3,6,2,50,0,"SCAC"
"FRA","ARG",1,2,2,2,4,2,109,0,"SCAC"
"IRL","ARG",1,1,1,99,99,2,6,0,"SCAC"
"BEL","ARG",1,2,2,1,1,1,9,0,"SCAC"
"GRC","ARG",1,3,3,3,6,1,7,0,"SCAC"
"BEL","ARG",1,1,1,1,3,1,7,0,"SCAC"
"CAN","ARG",1,2,2,1,1,2,25,0,"SCAC"
"LUX","ARG",1,3,3,1,2,1,5,0,"SCAC"
"AUS","ARG",1,3,3,99,99,2,27,0,"SCAC"
"BEL","ARG",1,1,1,1,2,1,2,0,"SCAC"
"NZL","ARG",1,3,4,3,6,2,3,0,"SCAC"
"FRA","ARG",1,1,1,1,1,2,36,0,"SCAC"
"BEL","ARG",1,2,2,2,4,2,19,0,"SCAC"
"SWE","ARG",1,3,3,1,1,1,20,0,"SCAC"
"BEL","ARG",1,1,1,1,1,2,9,0,"SCAC"
"BEL","ARG",1,99,99,3,6,2,23,0,"SCAC"
"SWE","ARG",1,2,2,2,4,1,40,0,"SCAC"
"ESP","ARG",1,3,4,3,5,1,180,0,"SCAC"
"AUS","ARG",1,1,1,1,1,1,10,0,"SCAC"
"ESP","ARG",1,3,4,3,6,1,320,0,"SCAC"
"USA","ARG",1,1,1,3,6,1,5735,0,"SCAC"
"FRA","ARG",1,1,1,3,5,2,232,0,"SCAC"
"SWE","ARG",1,1,1,2,4,1,20,0,"SCAC"
"GRC","ARG",1,3,4,2,4,1,2,0,"SCAC"
"ITA","ARG",1,3,3,3,6,1,118,0,"SCAC"
"ESP","ARG",1,3,4,2,4,1,60,0,"SCAC"
"FRA","ARG",1,3,34,3,5,2,502,0,"SCAC"
"DNK","ARG",1,99,99,1,2,1,10,0,"SCAC"
"ITA","ARG",1,1,1,1,3,1,156,0,"SCAC"
"ESP","ARG",1,3,4,1,3,1,60,0,"SCAC"
"ITA","ARG",1,2,2,3,5,1,722,0,"SCAC"
"LUX","ARG",1,2,2,3,6,1,3,0,"SCAC"
"ESP","ARG",1,99,99,99,99,1,340,0,"SCAC"
"GRC","ARG",1,1,1,1,3,2,2,0,"SCAC"
"CAN","ARG",1,2,2,2,4,1,405,0,"SCAC"
"USA","ARG",1,1,1,1,1,2,1179,0,"SCAC"
"BEL","ARG",1,2,2,1,2,1,7,0,"SCAC"
"DNK","ARG",1,2,2,2,4,2,12,0,"SCAC"
"GRC","ARG",1,3,3,2,4,1,7,0,"SCAC"
"CHE","ARG",1,1,1,99,99,1,84,0,"SCAC"
"LUX","ARG",1,99,99,3,6,2,1,0,"SCAC"
"FRA","ARG",1,1,1,99,99,1,231,0,"SCAC"
"AUS","ARG",1,3,3,2,4,2,119,0,"SCAC"
"ESP","ARG",1,2,2,3,5,2,2660,0,"SCAC"
"FRA","ARG",1,2,2,1,3,2,37,0,"SCAC"
"GRC","ARG",1,1,1,1,3,1,2,0,"SCAC"
"NOR","ARG",1,3,3,3,6,2,66,0,"SCAC"
"ITA","ARG",1,3,3,3,5,1,183,0,"SCAC"
"SWE","ARG",1,3,4,1,2,2,10,0,"SCAC"
"ESP","ARG",1,3,3,1,3,1,420,0,"SCAC"
"CAN","ARG",1,3,4,2,4,2,10,0,"SCAC"
"FRA","ARG",1,1,1,1,3,2,41,0,"SCAC"
"AUS","ARG",1,99,99,1,2,2,13,0,"SCAC"
"USA","ARG",1,1,1,2,4,1,1330,0,"SCAC"
"BEL","ARG",1,3,3,1,1,1,16,0,"SCAC"
"DNK","ARG",1,2,2,1,2,1,6,0,"SCAC"
"USA","ARG",1,3,4,3,6,2,610,0,"SCAC"
"CHE","ARG",1,3,3,3,5,2,82,0,"SCAC"
"ESP","ARG",1,2,2,3,5,1,3060,0,"SCAC"
"SWE","ARG",1,99,99,2,4,1,15,0,"SCAC"
"CHE","ARG",1,3,3,99,99,1,432,0,"SCAC"
"CAN","ARG",1,2,2,3,6,1,920,0,"SCAC"
"DNK","ARG",1,1,1,1,2,2,2,0,"SCAC"
"USA","ARG",1,2,2,2,4,1,2159,0,"SCAC"
"ITA","ARG",1,1,1,1,2,2,271,0,"SCAC"
"USA","ARG",1,2,2,1,3,2,1135,0,"SCAC"
"GRC","ARG",1,2,2,1,2,2,8,0,"SCAC"
"ITA","ARG",1,1,1,99,99,1,7968,0,"SCAC"
"SWE","ARG",1,3,3,3,5,2,80,0,"SCAC"
"DNK","ARG",1,3,3,2,4,2,7,0,"SCAC"
"SWE","ARG",1,3,3,1,1,2,25,0,"SCAC"
"SWE","ARG",1,3,4,3,5,1,10,0,"SCAC"
"GRC","ARG",1,2,2,99,99,2,108,0,"SCAC"
"IRL","ARG",1,2,2,3,5,1,3,0,"SCAC"
"FRA","ARG",1,2,2,1,2,1,44,0,"SCAC"
"IRL","ARG",1,2,2,1,2,2,9,0,"SCAC"
"FRA","ARG",1,2,2,3,6,1,402,0,"SCAC"
"FRA","ARG",1,1,1,3,6,1,416,0,"SCAC"
"BEL","ARG",1,99,99,1,3,1,15,0,"SCAC"
"SWE","ARG",1,2,2,2,4,2,35,0,"SCAC"
"CAN","ARG",1,3,4,99,99,1,15,0,"SCAC"
"ITA","ARG",1,1,1,99,99,2,10145,0,"SCAC"
"USA","ARG",1,2,2,1,2,2,1645,0,"SCAC"
"DNK","ARG",1,2,2,2,4,1,18,0,"SCAC"
"NZL","ARG",1,99,99,1,1,1,6,0,"SCAC"
"ITA","ARG",1,3,4,1,1,2,22,0,"SCAC"
"CHE","ARG",1,1,1,2,4,1,58,0,"SCAC"
"NZL","ARG",1,3,4,3,6,1,3,0,"SCAC"
"CAN","ARG",1,3,4,3,6,2,30,0,"SCAC"
"DNK","ARG",1,3,3,1,3,2,8,0,"SCAC"
"BEL","ARG",1,2,2,1,2,2,10,0,"SCAC"
"ESP","ARG",1,1,1,1,2,2,1160,0,"SCAC"
"SWE","ARG",1,1,1,1,1,2,5,0,"SCAC"
"BEL","ARG",1,99,99,2,4,2,20,0,"SCAC"
"CHE","ARG",1,2,2,3,6,1,163,0,"SCAC"
"AUS","ARG",1,3,3,3,6,2,702,0,"SCAC"
"AUS","ARG",1,2,2,99,99,1,64,0,"SCAC"
"SWE","ARG",1,2,2,3,5,1,110,0,"SCAC"
"SWE","ARG",1,1,1,1,2,2,10,0,"SCAC"
"AUS","ARG",1,2,2,1,3,1,23,0,"SCAC"
"ITA","ARG",1,3,4,3,5,2,67,0,"SCAC"
"FRA","ARG",1,2,2,2,4,1,93,0,"SCAC"
"NOR","ARG",1,99,99,2,4,2,4,0,"SCAC"
"USA","ARG",1,3,4,3,6,1,1100,0,"SCAC"
"ITA","ARG",1,3,4,1,3,1,13,0,"SCAC"
"ITA","ARG",1,3,4,1,2,2,16,0,"SCAC"
"NZL","ARG",1,2,2,2,4,1,6,0,"SCAC"
"CAN","ARG",1,1,1,3,5,1,335,0,"SCAC"
"LUX","ARG",1,99,99,2,4,1,1,0,"SCAC"
"IRL","ARG",1,1,1,99,99,1,12,0,"SCAC"
"ITA","ARG",1,3,4,1,2,1,28,0,"SCAC"
"SWE","ARG",1,99,99,1,2,1,20,0,"SCAC"
"CHE","ARG",1,3,3,2,4,2,142,0,"SCAC"
"ITA","ARG",1,3,3,3,6,2,152,0,"SCAC"
"USA","ARG",1,3,3,1,1,1,1695,0,"SCAC"
"GRC","ARG",1,99,99,99,99,2,1,0,"SCAC"
"DNK","ARG",1,99,99,1,2,2,13,0,"SCAC"
"ITA","ARG",1,3,3,1,2,1,118,0,"SCAC"
"ITA","ARG",1,1,1,1,2,1,234,0,"SCAC"
"IRL","ARG",1,2,2,3,6,2,6,0,"SCAC"
"IRL","ARG",1,2,2,3,6,1,3,0,"SCAC"
"NZL","ARG",1,3,3,3,5,2,15,0,"SCAC"
"AUS","ARG",1,2,2,1,2,1,29,0,"SCAC"
"NZL","ARG",1,2,2,2,4,2,9,0,"SCAC"
"ITA","ARG",1,1,1,1,1,2,178,0,"SCAC"
"ITA","ARG",1,1,1,2,4,2,419,0,"SCAC"
"AUS","ARG",1,1,1,3,6,1,801,0,"SCAC"
"ITA","ARG",1,1,1,3,5,2,1086,0,"SCAC"
"BEL","ARG",1,3,3,1,2,2,18,0,"SCAC"
"CHE","ARG",1,2,2,1,2,2,92,0,"SCAC"
"ITA","ARG",1,1,1,1,1,1,157,0,"SCAC"
"CAN","ARG",1,3,3,2,4,2,320,0,"SCAC"
"CHE","ARG",1,3,3,2,4,1,154,0,"SCAC"
"SWE","ARG",1,1,1,3,6,1,90,0,"SCAC"
"USA","ARG",1,3,3,1,3,2,1135,0,"SCAC"
"LUX","ARG",1,1,1,2,4,2,1,0,"SCAC"
"ITA","ARG",1,2,2,1,3,2,198,0,"SCAC"
"LUX","ARG",1,3,3,1,3,2,5,0,"SCAC"
"NZL","ARG",1,2,2,1,1,1,6,0,"SCAC"
"LUX","ARG",1,1,1,3,6,2,2,0,"SCAC"
"AUS","ARG",1,2,2,3,5,1,561,0,"SCAC"
"USA","ARG",1,1,1,1,3,1,480,0,"SCAC"
"AUS","ARG",1,2,2,3,5,2,443,0,"SCAC"
"NOR","ARG",1,99,99,2,4,1,4,0,"SCAC"
"DNK","ARG",1,99,99,3,6,1,21,0,"SCAC"
"CHE","ARG",1,3,4,3,6,1,41,0,"SCAC"
"FRA","ARG",1,1,1,3,6,2,792,0,"SCAC"
"SWE","ARG",1,3,4,1,2,1,10,0,"SCAC"
"NZL","ARG",1,99,99,99,99,1,15,0,"SCAC"
"USA","ARG",1,2,2,3,6,2,11915,0,"SCAC"
"AUS","ARG",1,99,99,3,5,1,112,0,"SCAC"
"GRC","ARG",1,1,1,1,2,2,6,0,"SCAC"
"NZL","ARG",1,2,2,3,6,2,33,0,"SCAC"
"AUS","ARG",1,3,3,1,1,1,33,0,"SCAC"
"CAN","ARG",1,2,2,1,3,1,70,0,"SCAC"
"LUX","ARG",1,3,3,3,6,2,2,0,"SCAC"
"LUX","ARG",1,3,3,1,3,1,1,0,"SCAC"
"LUX","ARG",1,1,1,3,5,1,1,0,"SCAC"
"BEL","ARG",1,3,4,3,6,2,5,0,"SCAC"
"SWE","ARG",1,3,4,1,3,2,5,0,"SCAC"
"BEL","ARG",1,99,99,1,2,1,20,0,"SCAC"
"NZL","ARG",1,2,2,99,99,1,3,0,"SCAC"
"DNK","ARG",1,1,1,3,5,1,20,0,"SCAC"
"SWE","ARG",1,2,2,3,5,2,95,0,"SCAC"
"AUS","ARG",1,1,1,99,99,1,41,0,"SCAC"
"CAN","ARG",1,2,2,1,3,2,95,0,"SCAC"
"CAN","ARG",1,3,4,99,99,2,10,0,"SCAC"
"FRA","ARG",1,3,34,3,6,2,916,0,"SCAC"
"DNK","ARG",1,2,2,3,6,1,85,0,"SCAC"
"SWE","ARG",1,3,3,3,6,2,215,0,"SCAC"
"IRL","ARG",1,3,3,1,1,2,6,0,"SCAC"
"LUX","ARG",1,1,1,2,4,1,1,0,"SCAC"
"FRA","ARG",1,1,1,1,2,2,22,0,"SCAC"
"USA","ARG",1,1,1,1,2,2,735,0,"SCAC"
"IRL","ARG",1,1,1,3,5,2,3,0,"SCAC"
"IRL","ARG",1,99,99,2,4,1,3,0,"SCAC"
"DNK","ARG",1,1,1,2,4,1,8,0,"SCAC"
"USA","ARG",1,3,4,1,3,1,129,0,"SCAC"
"FRA","ARG",1,1,1,1,3,1,33,0,"SCAC"
"CHE","ARG",1,2,2,2,4,2,54,0,"SCAC"
"CHE","ARG",1,3,4,2,4,1,50,0,"SCAC"
"FRA","ARG",1,3,34,1,2,2,81,0,"SCAC"
"BEL","ARG",1,3,4,1,1,2,3,0,"SCAC"
"USA","ARG",1,3,4,1,2,2,75,0,"SCAC"
"AUS","ARG",1,99,99,3,6,1,257,0,"SCAC"
"AUS","ARG",1,1,1,3,6,2,1090,0,"SCAC"
"IRL","ARG",1,3,3,1,2,1,21,0,"SCAC"
"GRC","ARG",1,3,3,1,1,2,6,0,"SCAC"
"FRA","ARG",1,3,34,1,3,2,97,0,"SCAC"
"ESP","ARG",1,99,99,99,99,2,400,0,"SCAC"
"ESP","ARG",1,3,4,1,2,2,20,0,"SCAC"
"BEL","ARG",1,99,99,3,6,1,23,0,"SCAC"
"ESP","ARG",1,3,3,1,3,2,620,0,"SCAC"
"ESP","ARG",1,3,4,3,5,2,160,0,"SCAC"
"FRA","ARG",1,2,2,99,99,2,195,0,"SCAC"
"USA","ARG",1,2,2,3,6,1,10980,0,"SCAC"
"FRA","ARG",1,2,2,99,99,1,204,0,"SCAC"
"CAN","ARG",1,2,2,1,2,1,110,0,"SCAC"
"CHE","ARG",1,3,3,99,99,2,695,0,"SCAC"
"GRC","ARG",1,1,1,3,5,1,8,0,"SCAC"
"LUX","ARG",1,2,2,1,3,2,4,0,"SCAC"
"FRA","ARG",1,1,1,2,4,1,58,0,"SCAC"
"ITA","ARG",1,3,3,1,1,2,103,0,"SCAC"
"LUX","ARG",1,3,3,3,6,1,6,0,"SCAC"
"NZL","ARG",1,3,3,2,4,2,6,0,"SCAC"
"IRL","ARG",1,3,4,1,3,1,3,0,"SCAC"
"USA","ARG",1,2,2,3,5,1,5790,0,"SCAC"
"BEL","ARG",1,99,99,1,1,1,14,0,"SCAC"
"BEL","ARG",1,3,3,3,6,2,69,0,"SCAC"
"CAN","ARG",1,3,3,99,99,1,145,0,"SCAC"
"GRC","ARG",1,3,3,2,4,2,9,0,"SCAC"
"BEL","ARG",1,1,1,1,1,1,8,0,"SCAC"
"AUS","ARG",1,99,99,2,4,1,16,0,"SCAC"
"ESP","ARG",1,3,4,3,6,2,280,0,"SCAC"
"NOR","ARG",1,2,2,2,4,1,3,0,"SCAC"
"ITA","ARG",1,3,4,99,99,1,473,0,"SCAC"
"ESP","ARG",1,1,1,3,5,2,3660,0,"SCAC"
"LUX","ARG",1,2,2,99,99,1,1,0,"SCAC"
"ESP","ARG",1,3,4,1,1,2,40,0,"SCAC"
"ESP","ARG",1,1,1,1,3,2,720,0,"SCAC"
"AUS","ARG",1,99,99,1,1,2,10,0,"SCAC"
"BEL","ARG",1,1,1,2,4,2,14,0,"SCAC"
"GRC","ARG",1,1,1,3,5,2,11,0,"SCAC"
"BEL","ARG",1,99,99,99,99,2,2,0,"SCAC"
"SWE","ARG",1,2,2,1,2,2,35,0,"SCAC"
"GRC","ARG",1,3,3,3,6,2,9,0,"SCAC"
"LUX","ARG",1,2,2,3,6,2,12,0,"SCAC"
"SWE","ARG",1,99,99,3,5,2,15,0,"SCAC"
"AUS","ARG",1,2,2,99,99,2,27,0,"SCAC"
"FRA","ARG",1,3,34,3,5,1,416,0,"SCAC"
"FRA","ARG",1,2,2,3,5,2,252,0,"SCAC"
"LUX","ARG",1,99,99,1,3,2,1,0,"SCAC"
"ESP","ARG",1,2,2,2,4,2,1040,0,"SCAC"
"DNK","ARG",1,3,3,1,2,1,6,0,"SCAC"
"CAN","ARG",1,1,1,2,4,1,320,0,"SCAC"
"ITA","ARG",1,2,2,1,3,1,136,0,"SCAC"
"AUS","ARG",1,99,99,99,99,1,44,0,"SCAC"
"GRC","ARG",1,1,1,1,2,1,4,0,"SCAC"
"NZL","ARG",1,1,1,1,1,2,3,0,"SCAC"
"BEL","ARG",1,2,2,3,5,2,54,0,"SCAC"
"ESP","ARG",1,2,2,1,1,1,2880,0,"SCAC"
"ITA","ARG",1,3,3,1,1,1,73,0,"SCAC"
"AUS","ARG",1,1,1,1,2,2,15,0,"SCAC"
"DNK","ARG",1,2,2,3,5,2,29,0,"SCAC"
"NZL","ARG",1,3,4,3,5,1,3,0,"SCAC"
"IRL","ARG",1,2,2,1,3,2,3,0,"SCAC"
"USA","ARG",1,1,1,1,2,1,925,0,"SCAC"
"NOR","ARG",1,99,99,1,1,2,46,0,"SCAC"
"BEL","ARG",1,3,4,3,6,1,3,0,"SCAC"
"USA","ARG",1,2,2,1,2,1,1580,0,"SCAC"
"ESP","ARG",1,1,1,2,4,2,1680,0,"SCAC"
"AUS","ARG",1,2,2,2,4,1,140,0,"SCAC"
"BEL","ARG",1,99,99,1,2,2,22,0,"SCAC"
"SWE","ARG",1,3,4,2,4,1,10,0,"SCAC"
"DNK","ARG",1,2,2,3,5,1,44,0,"SCAC"
"USA","ARG",1,3,3,1,1,2,1870,0,"SCAC"
"DNK","ARG",1,99,99,3,5,2,8,0,"SCAC"
"USA","ARG",1,3,3,1,2,1,1464,0,"SCAC"
"NZL","ARG",1,2,2,3,6,1,18,0,"SCAC"
"USA","ARG",1,3,4,1,1,2,75,0,"SCAC"
"ESP","ARG",1,3,3,1,1,2,3020,0,"SCAC"
"AUS","ARG",1,3,3,1,3,2,22,0,"SCAC"
"CHE","ARG",1,2,2,1,3,2,90,0,"SCAC"
"USA","ARG",1,3,3,2,4,1,2330,0,"SCAC"
