country,coub,fborn,edu_lfs,edu_cen,lfs_lfs,sex,number,reg_oecd,reg_regions
"USA","AFG",1,2,2,1,2,4210,0,"ASIA"
"POL","AFG",1,2,2,1,1,27,0,"ASIA"
"POL","AFG",1,99,99,99,1,6,0,"ASIA"
"USA","AFG",1,3,4,2,1,10,0,"ASIA"
"GRC","AFG",1,1,1,1,1,21,0,"ASIA"
"POL","AFG",1,1,1,3,2,3,0,"ASIA"
"CHE","AFG",1,2,2,2,2,26,0,"ASIA"
"NZL","AFG",1,99,99,3,2,48,0,"ASIA"
"FIN","AFG",1,1,1,3,2,70,0,"ASIA"
"DNK","AFG",1,3,4,1,1,1,0,"ASIA"
"USA","AFG",1,2,2,3,1,2735,0,"ASIA"
"FRA","AFG",1,1,1,2,1,33,0,"ASIA"
"IRL","AFG",1,2,2,3,1,3,0,"ASIA"
"FRA","AFG",1,3,34,2,2,113,0,"ASIA"
"MEX","AFG",1,3,3,3,1,3,0,"ASIA"
"GRC","AFG",1,2,2,3,1,13,0,"ASIA"
"CHE","AFG",1,1,1,1,2,62,0,"ASIA"
"ITA","AFG",1,2,2,1,1,23,0,"ASIA"
"ITA","AFG",1,1,1,2,1,13,0,"ASIA"
"SWE","AFG",1,1,1,2,1,45,0,"ASIA"
"ITA","AFG",1,1,1,1,1,29,0,"ASIA"
"AUS","AFG",1,3,4,2,1,7,0,"ASIA"
"DNK","AFG",1,1,1,3,2,447,0,"ASIA"
"SWE","AFG",1,2,2,2,2,35,0,"ASIA"
"CAN","AFG",1,1,1,3,2,2950,0,"ASIA"
"BEL","AFG",1,1,1,99,1,1,0,"ASIA"
"BEL","AFG",1,2,2,1,2,6,0,"ASIA"
"CZE","AFG",1,1,1,3,2,9,0,"ASIA"
"AUS","AFG",1,99,99,2,2,32,0,"ASIA"
"GRC","AFG",1,3,3,3,1,4,0,"ASIA"
"BEL","AFG",1,2,2,99,1,3,0,"ASIA"
"AUS","AFG",1,99,99,1,1,225,0,"ASIA"
"SVK","AFG",1,3,3,3,2,1,0,"ASIA"
"CAN","AFG",1,2,2,1,2,1080,0,"ASIA"
"BEL","AFG",1,2,2,1,1,32,0,"ASIA"
"GBR","AFG",1,3,34,2,2,61,0,"ASIA"
"TUR","AFG",1,3,3,1,2,48,0,"ASIA"
"NOR","AFG",1,2,2,3,2,75,0,"ASIA"
"AUS","AFG",1,1,1,3,2,1103,0,"ASIA"
"CHE","AFG",1,3,3,1,1,24,0,"ASIA"
"CZE","AFG",1,2,2,1,1,41,0,"ASIA"
"TUR","AFG",1,3,4,2,2,1,0,"ASIA"
"DNK","AFG",1,1,1,2,1,18,0,"ASIA"
"TUR","AFG",1,1,1,2,1,342,0,"ASIA"
"BEL","AFG",1,99,99,3,2,13,0,"ASIA"
"DEU","AFG",1,1,,3,2,9090,0,"ASIA"
"ITA","AFG",1,1,1,3,2,17,0,"ASIA"
"CAN","AFG",1,1,1,1,2,880,0,"ASIA"
"GRC","AFG",1,99,99,2,1,11,0,"ASIA"
"NZL","AFG",1,3,3,3,2,9,0,"ASIA"
"ITA","AFG",1,2,2,2,1,1,0,"ASIA"
"BEL","AFG",1,3,3,2,2,15,0,"ASIA"
"NOR","AFG",1,1,1,1,1,39,0,"ASIA"
"DNK","AFG",1,3,3,1,1,88,0,"ASIA"
"HUN","AFG",1,2,2,3,1,21,0,"ASIA"
"GRC","AFG",1,2,2,2,2,1,0,"ASIA"
"FRA","AFG",1,3,34,3,1,155,0,"ASIA"
"CAN","AFG",1,1,1,1,1,1385,0,"ASIA"
"GRC","AFG",1,1,1,1,2,1,0,"ASIA"
"BEL","AFG",1,99,99,99,2,35,0,"ASIA"
"HUN","AFG",1,3,34,2,1,5,0,"ASIA"
"AUS","AFG",1,2,2,3,2,839,0,"ASIA"
"SWE","AFG",1,3,3,1,2,105,0,"ASIA"
"GBR","AFG",1,2,2,1,1,427,0,"ASIA"
"IRL","AFG",1,2,2,1,1,3,0,"ASIA"
"CAN","AFG",1,3,3,2,1,325,0,"ASIA"
"GBR","AFG",1,3,34,3,1,680,0,"ASIA"
"SVK","AFG",1,3,4,1,1,5,0,"ASIA"
"AUS","AFG",1,99,99,2,1,86,0,"ASIA"
"NOR","AFG",1,99,99,3,2,707,0,"ASIA"
"ITA","AFG",1,2,2,3,1,27,0,"ASIA"
"IRL","AFG",1,99,99,3,1,3,0,"ASIA"
"SVK","AFG",1,3,4,2,1,1,0,"ASIA"
"USA","AFG",1,2,2,2,1,370,0,"ASIA"
"POL","AFG",1,3,4,1,1,3,0,"ASIA"
"POL","AFG",1,3,3,1,1,57,0,"ASIA"
"FRA","AFG",1,2,2,2,2,88,0,"ASIA"
"NOR","AFG",1,3,3,2,1,5,0,"ASIA"
"CZE","AFG",1,3,3,2,1,6,0,"ASIA"
"AUS","AFG",1,99,99,99,2,34,0,"ASIA"
"FRA","AFG",1,3,34,1,2,139,0,"ASIA"
"GRC","AFG",1,2,2,2,1,28,0,"ASIA"
"CHE","AFG",1,2,2,1,2,79,0,"ASIA"
"HUN","AFG",1,2,2,1,1,19,0,"ASIA"
"TUR","AFG",1,2,2,3,1,272,0,"ASIA"
"NZL","AFG",1,2,2,3,1,66,0,"ASIA"
"NZL","AFG",1,2,2,3,2,60,0,"ASIA"
"FRA","AFG",1,1,1,2,2,57,0,"ASIA"
"CAN","AFG",1,1,1,3,1,1560,0,"ASIA"
"GBR","AFG",1,2,2,3,2,478,0,"ASIA"
"NZL","AFG",1,2,2,1,2,15,0,"ASIA"
"AUS","AFG",1,3,3,2,1,152,0,"ASIA"
"GBR","AFG",1,99,99,1,1,127,0,"ASIA"
"NLD","AFRI",1,3,,3,1,1669,0,"AFRI"
"JPN","AFRI",1,2,2,3,1,23,0,"AFRI"
"GBR","AFRI",1,3,34,2,2,127,0,"AFRI"
"AUS","AFRI",1,2,2,3,2,47,0,"AFRI"
"AUS","AFRI",1,1,1,3,2,54,0,"AFRI"
"NOR","AFRI",1,1,1,2,1,3,0,"AFRI"
"NLD","AFRI",1,3,,1,1,4448,0,"AFRI"
"IRL","AFRI",1,99,99,3,1,9,0,"AFRI"
"MEX","AFRI",1,2,2,1,1,8,0,"AFRI"
"NLD","AFRI",1,1,,3,2,13599,0,"AFRI"
"NZL","AFRI",1,1,1,1,1,27,0,"AFRI"
"JPN","AFRI",1,1,1,3,1,16,0,"AFRI"
"NZL","AFRI",1,99,99,2,1,15,0,"AFRI"
"NOR","AFRI",1,99,99,3,2,72,0,"AFRI"
"AUT","AFRI",1,1,1,1,1,1020,0,"AFRI"
"NOR","AFRI",1,3,3,1,2,28,0,"AFRI"
"IRL","AFRI",1,99,99,1,2,3,0,"AFRI"
"NZL","AFRI",1,2,2,3,2,111,0,"AFRI"
"NOR","AFRI",1,1,1,2,2,3,0,"AFRI"
"NOR","AFRI",1,1,1,1,1,10,0,"AFRI"
"JPN","AFRI",1,1,1,3,2,37,0,"AFRI"
"GBR","AFRI",1,99,99,2,1,43,0,"AFRI"
"BEL","AFRI",1,2,2,1,2,8,0,"AFRI"
"MEX","AFRI",1,3,4,1,2,1,0,"AFRI"
"NZL","AFRI",1,1,1,3,2,54,0,"AFRI"
"BEL","AFRI",1,3,3,1,1,20,0,"AFRI"
"NZL","AFRI",1,3,4,3,2,6,0,"AFRI"
"AUS","AFRI",1,3,3,1,1,20,0,"AFRI"
"AUS","AFRI",1,99,99,2,2,19,0,"AFRI"
"JPN","AFRI",1,2,2,99,2,1,0,"AFRI"
"IRL","AFRI",1,99,99,1,1,12,0,"AFRI"
"JPN","AFRI",1,1,1,99,2,1,0,"AFRI"
"IRL","AFRI",1,3,3,2,1,9,0,"AFRI"
"BEL","AFRI",1,3,3,1,2,17,0,"AFRI"
"MEX","AFRI",1,1,1,3,2,4,0,"AFRI"
"GBR","AFRI",1,99,99,1,2,351,0,"AFRI"
"BEL","AFRI",1,3,3,2,1,4,0,"AFRI"
"BEL","AFRI",1,3,3,99,2,1,0,"AFRI"
"BEL","AFRI",1,99,99,3,1,1,0,"AFRI"
"USA","AFRI",1,3,4,3,1,65,0,"AFRI"
"USA","AFRI",1,2,2,1,2,7730,0,"AFRI"
"NOR","AFRI",1,2,2,2,2,8,0,"AFRI"
"BEL","AFRI",1,99,99,3,2,1,0,"AFRI"
"AUS","AFRI",1,1,1,2,2,23,0,"AFRI"
"NOR","AFRI",1,3,3,3,2,21,0,"AFRI"
"AUT","AFRI",1,2,2,2,1,126,0,"AFRI"
"MEX","AFRI",1,3,4,1,1,5,0,"AFRI"
"MEX","AFRI",1,99,99,1,2,3,0,"AFRI"
"JPN","AFRI",1,3,3,3,2,191,0,"AFRI"
"BEL","AFRI",1,1,1,99,2,1,0,"AFRI"
"USA","AFRI",1,2,2,2,2,665,0,"AFRI"
"MEX","AFRI",1,2,2,3,2,12,0,"AFRI"
"USA","AFRI",1,1,1,1,2,2090,0,"AFRI"
"BEL","AFRI",1,1,1,1,1,5,0,"AFRI"
"NZL","AFRI",1,3,4,2,2,3,0,"AFRI"
"USA","AFRI",1,2,2,1,1,10525,0,"AFRI"
"IRL","AFRI",1,3,3,3,1,15,0,"AFRI"
"AUS","AFRI",1,3,3,3,2,44,0,"AFRI"
"MEX","AFRI",1,99,99,3,2,3,0,"AFRI"
"JPN","AFRI",1,3,3,1,1,738,0,"AFRI"
"IRL","AFRI",1,99,99,3,2,18,0,"AFRI"
"MEX","AFRI",1,2,2,3,1,3,0,"AFRI"
"AUS","AFRI",1,1,1,1,1,23,0,"AFRI"
"AUS","AFRI",1,1,1,3,1,55,0,"AFRI"
"JPN","AFRI",1,99,99,3,2,142,0,"AFRI"
"NOR","AFRI",1,2,2,3,1,46,0,"AFRI"
"AUS","AFRI",1,3,4,3,1,22,0,"AFRI"
"AUT","AFRI",1,3,34,3,1,97,0,"AFRI"
"NZL","AFRI",1,1,1,2,1,3,0,"AFRI"
"IRL","AFRI",1,1,1,3,2,36,0,"AFRI"
"NLD","AFRI",1,1,,2,2,1765,0,"AFRI"
"USA","AFRI",1,3,3,1,2,5305,0,"AFRI"
"NZL","AFRI",1,3,3,1,2,129,0,"AFRI"
"BEL","AFRI",1,3,3,3,2,3,0,"AFRI"
"BEL","AFRI",1,99,99,99,1,5,0,"AFRI"
"NLD","AFRI",1,1,,1,1,9889,0,"AFRI"
"USA","AFRI",1,3,4,3,2,20,0,"AFRI"
"USA","AFRI",1,1,1,2,2,300,0,"AFRI"
"AUT","AFRI",1,1,1,3,1,572,0,"AFRI"
"BEL","AFRI",1,1,1,3,2,10,0,"AFRI"
"AUT","AFRI",1,1,1,1,2,512,0,"AFRI"
"GBR","AFRI",1,3,34,1,2,1784,0,"AFRI"
"NOR","AFRI",1,3,4,1,1,3,0,"AFRI"
"DEU","AFRI",1,2,,3,2,5210,0,"AFRI"
"NOR","AFRI",1,3,3,2,1,6,0,"AFRI"
"BEL","AFRI",1,1,1,3,1,8,0,"AFRI"
"AUS","AFRI",1,3,3,99,2,14,0,"AFRI"
"NOR","AFRI",1,2,2,2,1,9,0,"AFRI"
"USA","AFRI",1,1,1,3,2,3650,0,"AFRI"
"JPN","AFRI",1,1,1,1,2,25,0,"AFRI"
"NZL","AFRI",1,1,1,2,2,3,0,"AFRI"
"JPN","AFRI",1,99,99,99,2,9,0,"AFRI"
"NOR","AFRI",1,1,1,3,1,12,0,"AFRI"
"JPN","AFRI",1,99,99,3,1,409,0,"AFRI"
"JPN","AFRI",1,99,99,1,1,140,0,"AFRI"
"JPN","AFRI",1,3,3,2,1,34,0,"AFRI"
"IRL","AFRI",1,3,3,3,2,21,0,"AFRI"
"NOR","AFRI",1,1,1,3,2,25,0,"AFRI"
"JPN","AFRI",1,2,2,1,1,253,0,"AFRI"
"JPN","AFRI",1,3,3,99,2,1,0,"AFRI"
"AUT","AFRI",1,2,2,1,2,392,0,"AFRI"
"JPN","AFRI",1,3,3,99,1,5,0,"AFRI"
"NOR","AFRI",1,99,99,1,1,42,0,"AFRI"
"NZL","AFRI",1,99,99,1,2,18,0,"AFRI"
"BEL","AFRI",1,1,1,1,2,3,0,"AFRI"
"IRL","AFRI",1,1,1,1,1,12,0,"AFRI"
"NOR","AFRI",1,3,3,3,1,20,0,"AFRI"
"MEX","AFRI",1,3,3,1,1,34,0,"AFRI"
"NLD","AFRI",1,1,,1,2,5824,0,"AFRI"
"NLD","AFRI",1,2,,3,2,4472,0,"AFRI"
"DEU","AFRI",1,1,,1,2,7510,0,"AFRI"
"AUT","AFRI",1,2,2,3,1,187,0,"AFRI"
"AUS","AFRI",1,2,2,2,1,21,0,"AFRI"
"AUS","AFRI",1,3,3,99,1,14,0,"AFRI"
"USA","AFRI",1,2,2,2,1,885,0,"AFRI"
"AUS","AFRI",1,3,3,3,1,51,0,"AFRI"
"AUS","AFRI",1,99,99,3,2,54,0,"AFRI"
"AUT","AFRI",1,3,34,1,1,348,0,"AFRI"
"JPN","AFRI",1,1,1,99,1,1,0,"AFRI"
"NOR","AFRI",1,2,2,3,2,45,0,"AFRI"
"AUT","AFRI",1,3,34,2,2,19,0,"AFRI"
"AUS","AFRI",1,99,99,99,1,14,0,"AFRI"
"JPN","AFRI",1,3,3,1,2,148,0,"AFRI"
"NLD","AFRI",1,2,,1,1,9377,0,"AFRI"
"DEU","AFRI",1,2,,1,2,7160,0,"AFRI"
"IRL","AFRI",1,2,2,1,1,33,0,"AFRI"
"GBR","AFRI",1,3,34,1,1,1529,0,"AFRI"
"IRL","AFRI",1,2,2,1,2,24,0,"AFRI"
"NZL","AFRI",1,3,3,3,1,30,0,"AFRI"
"AUT","AFRI",1,3,34,3,2,47,0,"AFRI"
"NZL","AFRI",1,1,1,3,1,9,0,"AFRI"
"IRL","AFRI",1,3,3,2,2,9,0,"AFRI"
"NZL","AFRI",1,3,3,3,2,24,0,"AFRI"
"JPN","AFRI",1,1,1,2,1,16,0,"AFRI"
"JPN","AFRI",1,2,2,1,2,63,0,"AFRI"
"JPN","AFRI",1,1,1,2,2,5,0,"AFRI"
"GBR","AFRI",1,2,2,1,2,2248,0,"AFRI"
"NLD","AFRI",1,1,,2,1,2235,0,"AFRI"
"IRL","AFRI",1,1,1,2,1,12,0,"AFRI"
"NZL","AFRI",1,2,2,1,1,156,0,"AFRI"
"BEL","AFRI",1,3,4,1,2,1,0,"AFRI"
"USA","AFRI",1,2,2,3,1,3430,0,"AFRI"
"NZL","AFRI",1,3,3,1,1,102,0,"AFRI"
"MEX","AFRI",1,3,4,3,1,1,0,"AFRI"
"BEL","AFRI",1,99,99,1,2,1,0,"AFRI"
"AUS","AFRI",1,99,99,2,1,24,0,"AFRI"
"BEL","AFRI",1,99,99,2,2,1,0,"AFRI"
"AUS","AFRI",1,1,1,99,1,20,0,"AFRI"
"BEL","AFRI",1,3,4,2,1,1,0,"AFRI"
"NLD","AFRI",1,2,,2,1,1921,0,"AFRI"
"JPN","AFRI",1,2,2,2,1,33,0,"AFRI"
"AUS","AFRI",1,3,3,1,2,19,0,"AFRI"
"GBR","AFRI",1,99,99,3,2,191,0,"AFRI"
"NOR","AFRI",1,1,1,1,2,10,0,"AFRI"
"NOR","AFRI",1,99,99,1,2,42,0,"AFRI"
"AUT","AFRI",1,1,1,2,2,143,0,"AFRI"
"AUS","AFRI",1,3,4,1,1,27,0,"AFRI"
"NZL","AFRI",1,2,2,1,2,138,0,"AFRI"
"NOR","AFRI",1,99,99,2,1,7,0,"AFRI"
"GBR","AFRI",1,2,2,2,1,201,0,"AFRI"
"GBR","AFRI",1,99,99,99,2,232,0,"AFRI"
"MEX","AFRI",1,2,2,1,2,4,0,"AFRI"
"AUS","AFRI",1,1,1,99,2,28,0,"AFRI"
"NZL","AFRI",1,3,4,3,1,9,0,"AFRI"
"USA","AFRI",1,1,1,3,1,2020,0,"AFRI"
"BEL","AFRI",1,1,1,2,2,6,0,"AFRI"
"IRL","AFRI",1,3,3,1,2,51,0,"AFRI"
"MEX","AFRI",1,3,3,3,1,5,0,"AFRI"
"NOR","AFRI",1,3,3,1,1,44,0,"AFRI"
"USA","AFRI",1,3,3,2,2,225,0,"AFRI"
"IRL","AFRI",1,1,1,2,2,6,0,"AFRI"
"USA","AFRI",1,3,4,1,2,130,0,"AFRI"
"USA","AFRI",1,3,4,2,1,15,0,"AFRI"
"AUS","AFRI",1,1,1,1,2,22,0,"AFRI"
"AUT","AFRI",1,3,34,2,1,56,0,"AFRI"
"IRL","AFRI",1,99,99,2,1,3,0,"AFRI"
"IRL","AFRI",1,3,3,1,1,51,0,"AFRI"
"IRL","AFRI",1,2,2,3,1,9,0,"AFRI"
"BEL","AFRI",1,2,2,1,1,7,0,"AFRI"
"AUS","AFRI",1,2,2,99,2,19,0,"AFRI"
"GBR","AFRI",1,99,99,3,1,142,0,"AFRI"
"NZL","AFRI",1,99,99,3,2,33,0,"AFRI"
"NLD","AFRI",1,99,,3,1,1654,0,"AFRI"
"AUT","AFRI",1,2,2,2,2,80,0,"AFRI"
"BEL","AFRI",1,1,1,2,1,1,0,"AFRI"
"AUS","AFRI",1,3,4,1,2,31,0,"AFRI"
"BEL","AFRI",1,99,99,99,2,5,0,"AFRI"
"JPN","AFRI",1,99,99,99,1,81,0,"AFRI"
"GBR","AFRI",1,3,34,3,1,255,0,"AFRI"
"AUS","AFRI",1,3,3,2,2,27,0,"AFRI"
"JPN","AFRI",1,3,3,2,2,11,0,"AFRI"
"USA","AFRI",1,1,1,2,1,515,0,"AFRI"
"GBR","AFRI",1,99,99,99,1,179,0,"AFRI"
"GBR","AFRI",1,2,2,1,1,1685,0,"AFRI"
"IRL","AFRI",1,2,2,2,1,15,0,"AFRI"
"GBR","AFRI",1,3,34,3,2,557,0,"AFRI"
"AUT","AFRI",1,3,34,1,2,132,0,"AFRI"
"BEL","AFRI",1,3,3,2,2,4,0,"AFRI"
"AUS","AFRI",1,99,99,1,1,33,0,"AFRI"
"AUS","AFRI",1,3,4,2,2,12,0,"AFRI"
"JPN","AFRI",1,2,2,3,2,126,0,"AFRI"
"AUS","AFRI",1,3,3,2,1,13,0,"AFRI"
"JPN","AFRI",1,1,1,1,1,68,0,"AFRI"
"NLD","AFRI",1,3,,3,2,2307,0,"AFRI"
"JPN","AFRI",1,2,2,99,1,7,0,"AFRI"
"IRL","AFRI",1,2,2,3,2,30,0,"AFRI"
"NLD","AFRI",1,2,,1,2,5617,0,"AFRI"
"NZL","AFRI",1,2,2,2,1,30,0,"AFRI"
"BEL","AFRI",1,2,2,99,2,1,0,"AFRI"
"NOR","AFRI",1,2,2,1,1,73,0,"AFRI"
"NZL","AFRI",1,1,1,1,2,18,0,"AFRI"
"AUS","AFRI",1,3,4,99,2,1,0,"AFRI"
"NZL","AFRI",1,99,99,1,1,39,0,"AFRI"
"BEL","AFRI",1,2,2,3,1,3,0,"AFRI"
"NZL","AFRI",1,2,2,2,2,12,0,"AFRI"
"USA","AFRI",1,3,4,1,1,450,0,"AFRI"
"GBR","AFRI",1,99,99,2,2,43,0,"AFRI"
"AUS","AFRI",1,2,2,3,1,36,0,"AFRI"
"NOR","AFRI",1,2,2,1,2,52,0,"AFRI"
"NZL","AFRI",1,3,4,1,2,27,0,"AFRI"
"AUT","AFRI",1,2,2,1,1,730,0,"AFRI"
"GBR","AFRI",1,99,99,1,1,573,0,"AFRI"
"BEL","AFRI",1,1,1,99,1,1,0,"AFRI"
"JPN","AFRI",1,3,3,3,1,153,0,"AFRI"
"NLD","AFRI",1,2,,3,1,3078,0,"AFRI"
"USA","AFRI",1,3,3,2,1,270,0,"AFRI"
"GBR","AFRI",1,2,2,3,2,819,0,"AFRI"
"DEU","AFRI",1,1,,3,2,15800,0,"AFRI"
"DEU","AFRI",1,1,,2,1,5360,0,"AFRI"
"AUS","AFRI",1,1,1,2,1,21,0,"AFRI"
"DEU","AFRI",1,2,,1,1,30480,0,"AFRI"
"AUT","AFRI",1,2,2,3,2,269,0,"AFRI"
"USA","AFRI",1,3,3,3,1,1640,0,"AFRI"
"MEX","AFRI",1,3,4,3,2,2,0,"AFRI"
"GBR","AFRI",1,1,1,3,1,1283,0,"AFRI"
"NZL","AFRI",1,3,3,2,2,15,0,"AFRI"
"AUT","AFRI",1,1,1,3,2,495,0,"AFRI"
"JPN","AFRI",1,99,99,2,1,5,0,"AFRI"
"BEL","AFRI",1,3,3,3,1,2,0,"AFRI"
"JPN","AFRI",1,99,99,1,2,35,0,"AFRI"
"AUS","AFRI",1,99,99,3,1,47,0,"AFRI"
"GBR","AFRI",1,1,1,1,2,2954,0,"AFRI"
"JPN","AFRI",1,2,2,2,2,7,0,"AFRI"
"AUT","AFRI",1,1,1,2,1,372,0,"AFRI"
"USA","AFRI",1,2,2,3,2,4735,0,"AFRI"
"MEX","AFRI",1,1,1,3,1,4,0,"AFRI"
"GBR","AFRI",1,1,1,2,2,255,0,"AFRI"
"MEX","AFRI",1,3,3,3,2,9,0,"AFRI"
"MEX","AFRI",1,1,1,1,2,5,0,"AFRI"
"NOR","AFRI",1,99,99,3,1,92,0,"AFRI"
"MEX","AFRI",1,99,99,1,1,3,0,"AFRI"
"GBR","AFRI",1,1,1,1,1,3058,0,"AFRI"
"AUS","AFRI",1,3,4,3,2,20,0,"AFRI"
"AUS","AFRI",1,2,2,1,1,25,0,"AFRI"
"NOR","AFRI",1,99,99,2,2,6,0,"AFRI"
"USA","AFRI",1,3,3,3,2,2130,0,"AFRI"
"GBR","AFRI",1,1,1,2,1,292,0,"AFRI"
"DEU","AFRI",1,1,,1,1,11860,0,"AFRI"
"NLD","AFRI",1,1,,3,1,10901,0,"AFRI"
"USA","AFRI",1,3,3,1,1,7975,0,"AFRI"
"DEU","AFRI",1,3,,1,1,12740,0,"AFRI"
"GBR","AFRI",1,2,2,2,2,183,0,"AFRI"
"AUS","AFRI",1,3,4,2,1,21,0,"AFRI"
"AUS","AFRI",1,99,99,99,2,13,0,"AFRI"
"IRL","AFRI",1,1,1,3,1,15,0,"AFRI"
"MEX","AFRI",1,3,3,1,2,12,0,"AFRI"
"BEL","AFRI",1,2,2,2,1,2,0,"AFRI"
"AUS","AFRI",1,2,2,99,1,16,0,"AFRI"
"IRL","AFRI",1,2,2,2,2,6,0,"AFRI"
"USA","AFRI",1,1,1,1,1,3620,0,"AFRI"
"BEL","AFRI",1,2,2,2,2,6,0,"AFRI"
"NZL","AFRI",1,2,2,3,1,54,0,"AFRI"
"GBR","AFRI",1,2,2,3,1,374,0,"AFRI"
"NZL","AFRI",1,3,4,1,1,27,0,"AFRI"
"GBR","AFRI",1,3,34,2,1,111,0,"AFRI"
"GBR","AFRI",1,1,1,3,2,2752,0,"AFRI"
"NZL","AFRI",1,3,3,2,1,6,0,"AFRI"
"AUS","AFRI",1,2,2,2,2,25,0,"AFRI"
"AUS","AFRI",1,99,99,1,2,19,0,"AFRI"
"NLD","AFRI",1,3,,1,2,2556,0,"AFRI"
"IRL","AFRI",1,1,1,1,2,6,0,"AFRI"
"NZL","AFRI",1,99,99,3,1,21,0,"AFRI"
"AUS","AFRI",1,2,2,1,2,24,0,"AFRI"
"MEX","AFRI",1,1,1,1,1,5,0,"AFRI"
"BEL","AFRI",1,2,2,3,2,4,0,"AFRI"
"FIN","AGO",1,1,1,3,1,10,0,"AFRI"
"BEL","AGO",1,2,2,2,2,62,0,"AFRI"
"GBR","AGO",1,99,99,1,1,99,0,"AFRI"
"GBR","AGO",1,2,2,3,2,461,0,"AFRI"
"FRA","AGO",1,2,2,2,1,487,0,"AFRI"
"FRA","AGO",1,3,34,1,2,184,0,"AFRI"
"GRC","AGO",1,2,2,1,2,2,0,"AFRI"
"CHE","AGO",1,3,3,2,2,5,0,"AFRI"
"NOR","AGO",1,3,3,1,1,5,0,"AFRI"
"NOR","AGO",1,99,99,2,1,2,0,"AFRI"
"NOR","AGO",1,99,99,1,1,6,0,"AFRI"
"NOR","AGO",1,3,3,2,1,1,0,"AFRI"
"GBR","AGO",1,1,1,2,1,152,0,"AFRI"
"GBR","AGO",1,2,2,3,1,288,0,"AFRI"
"SWE","AGO",1,3,3,3,2,10,0,"AFRI"
"FRA","AGO",1,3,34,1,1,467,0,"AFRI"
"GBR","AGO",1,3,34,2,1,85,0,"AFRI"
"IRL","AGO",1,99,99,3,1,15,0,"AFRI"
"CZE","AGO",1,3,3,1,1,30,0,"AFRI"
"PRT","AGO",1,1,1,1,2,26443,0,"AFRI"
"MEX","AGO",1,99,99,1,2,1,0,"AFRI"
"AUS","AGO",1,1,1,1,1,39,0,"AFRI"
"FRA","AGO",1,3,34,2,2,60,0,"AFRI"
"LUX","AGO",1,2,2,2,1,4,0,"AFRI"
"FRA","AGO",1,3,34,3,2,66,0,"AFRI"
"CAN","AGO",1,3,3,3,1,70,0,"AFRI"
"SVK","AGO",1,2,2,1,1,7,0,"AFRI"
"USA","AGO",1,3,3,2,1,25,0,"AFRI"
"USA","AGO",1,2,2,2,1,70,0,"AFRI"
"AUS","AGO",1,99,99,3,1,6,0,"AFRI"
"MEX","AGO",1,1,1,1,1,1,0,"AFRI"
"FRA","AGO",1,3,34,2,1,141,0,"AFRI"
"AUS","AGO",1,99,99,1,2,8,0,"AFRI"
"MEX","AGO",1,3,3,3,2,5,0,"AFRI"
"ESP","AGO",1,1,1,2,2,80,0,"AFRI"
"CHE","AGO",1,3,3,3,2,10,0,"AFRI"
"AUS","AGO",1,2,2,2,1,5,0,"AFRI"
"ESP","AGO",1,1,1,3,1,180,0,"AFRI"
"SWE","AGO",1,1,1,1,1,20,0,"AFRI"
"FRA","AGO",1,2,2,1,1,1358,0,"AFRI"
"ESP","AGO",1,1,1,3,2,320,0,"AFRI"
"ESP","AGO",1,2,2,1,2,80,0,"AFRI"
"ESP","AGO",1,99,99,3,2,20,0,"AFRI"
"BEL","AGO",1,3,4,2,1,1,0,"AFRI"
"LUX","AGO",1,99,99,1,1,20,0,"AFRI"
"SWE","AGO",1,2,2,1,2,70,0,"AFRI"
"CZE","AGO",1,3,3,1,2,2,0,"AFRI"
"GRC","AGO",1,1,1,1,2,1,0,"AFRI"
"AUS","AGO",1,99,99,3,2,4,0,"AFRI"
"AUS","AGO",1,2,2,3,2,14,0,"AFRI"
"SVK","AGO",1,3,3,2,1,1,0,"AFRI"
"POL","AGO",1,2,2,2,1,3,0,"AFRI"
"PRT","AGO",1,3,3,1,2,15899,0,"AFRI"
"CHE","AGO",1,1,1,1,2,636,0,"AFRI"
"CHE","AGO",1,99,99,3,2,133,0,"AFRI"
"IRL","AGO",1,1,1,3,1,21,0,"AFRI"
"IRL","AGO",1,2,2,3,1,21,0,"AFRI"
"USA","AGO",1,2,2,3,1,270,0,"AFRI"
"LUX","AGO",1,2,2,3,2,25,0,"AFRI"
"FIN","AGO",1,1,1,1,1,15,0,"AFRI"
"BEL","AGO",1,2,2,99,2,5,0,"AFRI"
"BEL","AGO",1,1,1,99,1,3,0,"AFRI"
"NOR","AGO",1,99,99,1,2,10,0,"AFRI"
"DNK","AGO",1,1,1,3,1,2,0,"AFRI"
"GBR","AGO",1,2,2,1,2,247,0,"AFRI"
"NOR","AGO",1,1,1,3,2,6,0,"AFRI"
"ITA","AGO",1,2,2,2,1,9,0,"AFRI"
"NOR","AGO",1,99,99,3,2,18,0,"AFRI"
"NOR","AGO",1,1,1,3,1,1,0,"AFRI"
"IRL","AGO",1,99,99,1,1,9,0,"AFRI"
"AUS","AGO",1,1,1,3,1,9,0,"AFRI"
"BEL","AGO",1,99,99,2,1,21,0,"AFRI"
"AUS","AGO",1,99,99,1,1,6,0,"AFRI"
"USA","AGO",1,3,4,3,2,15,0,"AFRI"
"BEL","AGO",1,2,2,3,1,45,0,"AFRI"
"CAN","AGO",1,3,3,2,2,20,0,"AFRI"
"CAN","AGO",1,3,3,3,2,80,0,"AFRI"
